titles,reviews
응답하라 1988,"친구들사이가 너무 부러웠던 요즘시대에는 꿈도 못꿀이야기들이라 더더욱정겹고 더더욱 부러웠다.그 시절의 따뜻함을 느낀 시리즈정말 편안하고 즐겁게 보았던 드라마 우리시대의 그모습 그대로!!그시절의 내가 보여서 더 좋았던 들마 너무 많이 웃고 너무 많이 울었다. 그시절이 그립고 그 청춘이 그립네몇번이고 다시 본 드라마. OST만 들어도 장면이 재생될 정도이다. 살아 본 적 없는 그 시대 그 동네의 정겨움과 말소리가 들리는 듯한 드라마.드라마 안에서 따뜻하고 몽글몽글한 분위기가 계속해서 느껴지는 것 같아요 온 가족이 다 함께 편안하게 보면 좋을 것 같네요내 어린시절이였던것같은 기억조작 드라마 따뜻하고 설레이고 감동도있고그 시절을 살아보진 못했지만. 그 시절이 그립습니다.그냥 인생 드라마. 말이 필요없음. 날이 추워질 쯤 귤 까먹으면서 정주행 각. 사람사는 냄새가 그리우면 찾는다.다시 없을 인생 작보면서 왜 이리 눈물이 나는지... 언제 이렇게 세월이 흘렀나..가족과 친구 , 우정과 사랑 어느 하나 빠짐 없이 좋은 밸런스를 가지고 있는 드라마다시 봐도 재밌다 근데 왜 남편이 택이냐고ㅜㅜ쌍문동 나의 고향이자 지금도 가면 향수가 느껴지는 동네 그동네의 매력과 배우들의 매력을 한껏 끌어올려줬던 드라마우리 동네라서 정겨움이보다 더 유익하고 감동적인 작품이 있을까. 매 편마다 보기 아까울 정도숨 가쁘게 살아가는 순간 속에도 우린 서로 이렇게 아쉬워하는 걸, 아직 내게 남아있는 많은 날들을 그대와 둘이서 나누고 싶어요.마지막 장면이 너무 슬펐던.. 저런 친구들 있었으면 좋겠다는 생각이 들었다나의 일주일을 책임져줘서 고맙다!!! 마음에 있는 건 바로바로 풀어주는 것!하,,,,,,진짜미쳣습니다 진짜 제 1위 드라마 너무너무 뭉클뭉클 장면도 많고 감동적인장면,웃긴장면 이런거 다하나하나 빠짐없이 있어서 한화 볼때 웃고 울고 다합니다진짜개잘만들었음요느껴보지 못한 옛 시대의 추억에 잠기게 하는 마법. 가족에 초점을 맞추니 훨씬 더 좋았다.겪어본 적 없는 시대를 눈앞에 그려주는 작품. 볼 때마다 눈물바다입니다…난 덕선이와 정환이를 원하긴 했지만 재밌었음추억할 시대를 관통해서 일까? 먹먹하고 눈물겹다. 난 같이 놀았던 골목 친구들을 기억하지 못한다. 다시 돌아간다면 친구를 놓치고 싶지 않다. 오래 묵힐수록 좋은 건 술먼이 아니다진짜 그냥 스토리도 너무너무 좋고 코미디 로맨스 다 들어가 있는 드라마임 근데 결말이 좀 아쉬움 초반에는 정환이랑 이어지는 스토리이다가 택이랑 이어짐 그래도 완벽한 인생드라마나는 그 시대를 살지 못했지만 그 시절 정겨움을 느낄수 있는 드라마 모든 연기자들의 캐릭터가 살아있는 느낌감정선이 좀 아쉽그 시절 쌍문동에서 같이 살고 싶다말을 해야 안다 정팔아1보다 나은 2, 2보다 나은 3"
모던 패밀리 시즌 1,"사회가 성장하는 모습이 작품에 잘 담겨서 보는 나도 같이 성장하게 해줌명작중에 명작 캐릭터들이 다 개성있고 빅뱅이론 다음으로 재밌음이렇게 살고 싶다약간은 심슨가족의 실사판처럼 시작한 파일럿으로 점점 자리를 잡아가는 명작 시트콤두번 정주행했는데 볼때마다 재밌어요. 가족이야기라 감동도 있고 특히 아역배우들의 성장하는 모습이 볼만해요.글로리아 너무 좋아.. 내 워너비다양한 가족의 이야기가 너무 잘 와닿았네요.영어공부에 꼭 있는 미드. 다들 이걸로 공부한 것에는 이유가 있다! 재밌게 다양한 발음을 접할 수 있고, 미국 문화를 쉽게 접할 수 있다. 미드 입문으로 최고가족 시트콤중 최고가볍게 보기 좋은 드리마. 와우 2009년부터 시즌이 유지되다니, 가족드라마는 사실 영원할 수 있는 주제지. 영어듣기 훈련도 되면 굿완벽하지 않기에 재밌는 것이 가족.Awww & Ewww인생 시트콤.캐릭터들이 다 매력있고 너무 재밌다밥먹으면서 보기 좋다이제부터 전화받을때 옐로우하고받음개성넘치면서 매력적인 캐릭터들이 풀어내는 ""평범한"" 일상.가족이 되는 법진짜 가족이란 서로를 이해할 줄 아는 것이다너무나도 사랑스러운 가족! 그들의 모든 행위에는 악의가 없다. 서로를 사랑하는 마음이 목적이기 때문에본 지 좀 됐는데도 여전히 그 단란함이 기억이 난다.나의 영어공부를 책임진 나의 든든한 미국 가족들내 마음은 이미 그들의 가족"
감자연구소,"여주를 볼때 마다 빛나는 물이 생각나 작품에 집중을 못하겠어요. 스토리가 눈에 자꾸 안들어 오고 그 분이 아른거려서 몰입하기 힘드네요. 이거 개인적 취향이니 죄송합니다. 하차해요.'감자 연구소'라는 신선한 소재를 가져와 놓고 상할 때까지 구석에 방치해 놓은 격. 제목만 가리면 '로맨스 산장'인지 '우당탕탕 펜션'인지 구별도 안간다.제목은 매력적이고 신선한데 내용은 좀 아쉽다.안웃긴데 왜 자꾸 웃음 강요해..술꾼도시여자들에 까칠한 강태오가 손님으로 온 느낌무난하게 끝까지 즐겁게 본 드라마 주연부터 조연까지 캐미가 너무 좋았다. 아 그리고 중간에 섭섭하다는 우영우 생각나는 대사는 개인적으로 인상깊었다뻔한 스토리지만 유연하게 풀어내서 재밌게 봤어요 ! 유치해서 좋았던 사랑 이야기소소하게 재미있어요 생각 없이 편하게 즐길수 있어 좋았어요와 첨에는 진짜 더럽게 재미없었는데 뒤로 갈수록 너무 재밌음 특히 연기가 레전드임 강태오하고 이선빈 역할 개잘어울림감자연구소라는 신선한 소재가 빛나지 않는 익숙한 로맨틱 코미디 드라마.로코의 정석!! 편하게 보면서 빵빵 터지는 아주우 흐뭇한 드라마! 이선빈 배우 진짜 능청스럽게 연기 너무 잘하고 강태오는 말해 모해 ~~ 이준호 씨! 모든 배우들 케미도 너무 좋구! 감자를 매개체로 한 점도 신선했당!애초에 네가 바람만 안폈어도 그런 일이 생겼겠냐? 이제 와서 반성한 척 아련한 척 하고 난리야. 결혼 전에 똥차 피한건 조상신이 도운 덕이다시골 풍경과 잘 익은 감자처럼 정겹고 투박하지만, 탄수화물은 쉽게 끊기 힘든 법.‘ 키스 갈겨 버려 ‘오랜만이 재밌는 로코 나온 듯? 로코 안 좋아하면 보지 않는 게 나음감자가 주인공 아니었나요?내용이 안끌림 배우들 연기는 괜찮았음"
내가 그녀를 만났을 때 시즌 1,"몇년이 지나도 웃을 수 있는 드라마이런 재미있는 에피소드를 들려주는 아빠라면 7년, 아니 10년 동안 소파에 앉아있을 수 있어!회상이라는 측면과 부모에 대한 궁금증이라는 전체를 관통하는 질문이 있어 더 흥미롭고 이제 익숙한 배우들이 많이 등장해 더 반가운 드라마캐릭터들 너무 재밌고 좋은데 테드… 얘가 ㄹㅇ 제작자가 자아의탁한 캐같음 자꾸 쓰레기짓해놓고 용서받는거 기분나빠11화에서 펑크난 리무진 위에서 릴리는 마셜! 마셜! 하고 소리치고 테드와 바니는 새해 전야의 실망스러움에 대해 이야기 하고 있는데 진짜 마셜이 릴리를 부르며 나타났을때! 거기다 바니의 CD 까지 찾아왔을 때!! 정말 로맨틱 하고 빵터지는 장면이었다 ㅋㅋㅋ<프렌즈> 못지 않게 유쾌한 친구들. 밥먹으면서 보기에 적당."
아회도17세적이유：내가 17세로 돌아간 이유,남주 방효동 4회좋음방효동이라는 배우를 발견 장묘이랑 너무 잘어울리고 방효동 목소리 미쳤..
더 프랜차이즈,"진짜 싫다. 명확한 비전도 없으면서 적당히 돈 될 만한 프로젝트를 남발하고, 세계관에 대한 이해도 없는 예술병 걸린 감독한테 감당 못할 돈을 던져주고, 구멍이 생길 때마다 조금씩 덧대고 이어붙여서 만들어낸 프랜차이즈. 별것도 아닌 것에 집착해서 발광하고 달려드는 팬들도 싫고, 이만하면 좋다고 주워먹겠지 생각해서 던져주는 스튜디오도 싫고.. 그냥 모든 것이 싫다!

그래도 좋아하는 이야기라고 무시 받으면서도 영화를 살려보겠다고 이리 뛰고 저리 뛰는 댄이 어찌나 안쓰럽던지. 한심한 감독은 가둬놓고 자기가 원하는 방식으로 연출할 때 그나마 마음이 편안했다. 처음에는 드라마의 재미를 위해서 캐릭터들을 과장되게 만들었다고 생각했는데 보면 볼수록 픽션이 아닌 것처럼 느껴졌다. 무수히 많은 영화들의 제작 현장이 정말로 이러할 것 같다는 무서운 생각이 든다.

겨우 한 시즌만 제작되고 캔슬된 것까지가 이 시리즈의 완성이다.

""Have you ever thought: Am I killing cinema?"""
걸 서클,
유괴의 날,"유괴의날 윤계상 연기 진짜 좋아요 ㅋㅋㅋ 앞으로 전개가 기대되는 드라마!아직 3회까지밖에 방송 안되었지만 윤계상님 장첸에 이은 인생캐될 수도 있을듯! 아역배우님 어쩜 저렇게 똑부러지게 연기도 잘하는지..제목과 달리 힐링드라마가 될거 같아요진짜 최강 조합이다. 유나 진짜 연기 잘하고 장첸 연기야 늘 좋고 김신록 말할 것도 없고 박성훈도 좋다 ㅋㅋ 진짜 존잼이다. 장첸이 출소 후 칼을 놓고 대파를 들고 뛴다 ㅋㅋ윤계상 대표작 하나 더 생긴듯스토리를 다 알고 있는데도 신선하다는! 윤배우의 헤어스퇄이 여기서두 또한 돋보이네요ㅋ. 박배우는 의외로 형사역할이 너무 잘 어울린다는~^^~ 우리 로희는 정말 로희스럽다! 칭찬해!역시 윤계상은 실망을 시키지 않음 아역배우 너무 연기 잘한다~~너무 잼남로희역 아기배우 너무 귀엽고 잘해요 윤계상배우 아빠연기도 짠해서 요즘본 드라마 중에 제일 잘 보고있습니다😍윤계상은 작품 보는 눈이 참 좋은듯...1화에서 하차할 뻔 했지만 윤계상의 김명준 캐릭터를 너무나도 잘 뽑았다 이렇게 매력적이고 뻔하지 않은 한국드라마캐릭터는 오랜만본방송은 못보고 우연히 채널 돌리다가 재방송 해서 시청 했어요. 윤계상 배우님 빙구미 명준 연기 완전 찰떡이네요. 11살 천재소녀 로희와 케미도 너무 좋았고 3화 기다리고 있어요.재밌어요재미따 ㅋㅋ개재미써 다들 연기도 잘하고 유나의 성장이 기대됨 그리고 강영석이라는 친구를 알게 된 드라마!새로운 드라마 맛집 ENA. 초창기 tvN을 보는 것만 같다.원작 소설을 읽어서 내용을 알고 있는데도 흥미진진해요 그리고 배우분들의 케미도 너무 잘 맞아서 재밌어요기다렸는데 기다렸던 만큼 너무 재미있어요 ㅋㅋㅋ 앞으로가 더 기대됩니다!너무 재밌어요 앞으로가 기대되요스릴러 부분에서의 몰입감 거기에 양념처럼 가미된 웃음 이 모든 부분이 어우러진 드라마~ 완전 잽나요!개인적으로 이 작품 덕에 윤계상=장첸이라는 이미지를 한 번에 씻어냄.로희와 장첸 케미 최고하나도 기대를 안한 작품인데 드라마가 계속 될 수록 평가가 좋아져서 안 볼 수가 없어졌네요. 윤계상씨는 정말 연기를 위해 많은 노력을 하는 것 같습니다. 앞으로가 기대가 되는 배우윤계상의 연기는 더욱 발전진행중로희는 천재소녀, 유나는 연기천재티빙이 없어서 유튭으로 짧게 보고있지만 너무 쟈밌어요ㅜㅜ 저도 얼른 다른걸로 갈아탈게요ㅎㅎ유나야 연기 왜이렇게 잘하니?? ㅎㄷㄷ흥미진진 ㅠ 재밌어요 강추생각보다 넘재밌습니다간만에 다음 회가 기다려지는 드라마! 왠지 모르게 마지막회엔 울고있을것만 같다🥹정말 재미있게 봤습니다~3회가 기다려 지네요^^"
천원짜리 변호사,"진짜 천원만 받는겨? ㅋ. 통쾌했슈자신의 브랜드가 확실한 남궁민. 그래서 믿고 보지요😎처음에 너무 재미있다 했는데 중간부터 뭐지? 한 드라마.용두사미라는 말로도 부족한, 제작진에 문제가 있는거 아닌가 싶을정도로 마무리를 급하게 해버린 미완의 수작재밌어요이때 김지은 배우님의 매력에 빠져버렸습니다...! 두 분의 티키타카에 재밌었고 행복했습니다진짜 갓명작 드라마 소수의 어려운 사람을 위해 나서는 변호사 명석한 두뇌와 재능을 가장 좋은곳에 사용한 이것이 옳바른 길이라고 생각한다한국 변호사 드라마계의 데드풀.여러가지 잡음으로 난파된 작품. 비급이면 더 비급으로 가야... 천변의 과거가 더 흥미로웠다낭궁민때문에 시작해서 남궁민때문에 끝까지 본 드라마. 남궁민땜에 시즌2를 기다리는 드라마지상파 드라마의 방향성을 제시해 주었다.
1. 12부작....요즘 16, 24부작은 부담 스러워서..
2. 불필요한 로맨스 빼기(로맨스가 없진 않은데 있다고 보기도 어려움)
3. 어설픈 PPL보다 뻔뻔한 PPL..차라리 이게 낫다.
4. 다음 시즌을 기대하게 만든다.별로라는 사람 이해 안감ㅠㅠ믿고보는 남궁민 배우님 김과장의 속편같은 느낌듭니다!!!김지은 좋다웃음이라는 가면 속에 숨겨진 천원의 진정한 의미남궁민 & 김지은 배우의 하드캐리. 남궁민 배우가 천지훈 역이 아니었다면 큰일날 뻔.개그미쳤어요 너무 재미있게 봤어요 추천합니다시간이 순식간에 지나가는 드라마남궁민은 이런 남들과는 다른 해결사의 면모를 가지며 리드해가는 모습이 정말 익숙하기도하고 통쾌하다. 결국 이루리라는 말대로 이뤄진다!김과장 변호사버전..천변의 사이다 활약 넘 시원했어요유쾌하지만 유쾌하지만은 않은 드라마뭔놈의 사정 때문에 이따위로 끊어요 짜증나게사소한 유머코드들이 재밌다 남궁민 연기 스펙트럼 넓다천원에 남겨진 사연 과거에 대한 후회에 사로잡혀 사는 어느 한 변호사의 이야기 서사는 흥미로웠지만 남궁민이여서 가능했던 드라마"
어느 날 우리 집 현관으로 멸망이 들어왔다,"8~10부작 드라마를 억지로 16부작으로 늘려 놓은 느낌. 그래서 인지 사족인 스토리가 너무 많다. 그리고 인물 관계에 있어 드라마 치고도 우연이 너무 많아 거슬린다.박보영, 서인국 때문에 보게 되는 드라마오, 보기 쉽지 않은 독특한 설정! 아, 흔히 보았던 전개 그리고 결말.멸망을 보고 서인국을 다시보게됨! 멸망이후에 쇼핑왕루이 38사기동대 일억개의별 고교처세왕등등 모두 정주행중...서인국은 언제나 옳다이 드라마를 보고 처음으로 대본집이라는것도 사보고 블루레이도 사봤다. 정주행만 10번은 한거같고 다음 대사도 다 맞출정도로 질리도록 봤지만 멸망은 아직도 안질리는 드라마이다. 누구는 이 드라마가 별로라고 할 수도 있으나 로맨스판타지 덕후인 나에겐 정말 최고의 드라마라고 할 수있다!! 멸망동경 행복해라!!!결말을 알고봐도.. 볼수록 슬픔이 짙어지는 드라마. 디테일한 연기와 연출 음악 모두 웰메이드! 초반 전개가 조금만 빨랐더라면 히트작이 되었을거라 믿어의심치 않는설정에 비해 전개나 결말이 약하다서인국이 연기를 이렇게 잘할줄 몰랐고 판타지 싫어하는 사람이지만 가끔 개그요소가 들어가있어서 좋았음 마지막화는 억지가 살짝 있었지만 그전에 이야기를 보면 흐뭇함내가 너무 기대를 많이 했나보다. (중도하차)재밌게 보다가 마지막화에서 조금 어이가 없었다.소재 특성상 도깨비가 생각나는 건 어쩔 수 없지만 멸망 캐릭터 자체도 좋고 탁동경 캐릭터를 박보영배우가 연기를 넘 잘 해줘서 앞으로 잘 될 것 같음둘이 연기 잘하는건 알고 있었는데 이전과는 다른 모습이여서 좋았고 탁동경이 첫 화에서 의사선생님이랑 진료실에서 이야기할때 그 두분의 연기나 유부녀와 이야기할때 차분하게 이야기하는 모습이 너무 멋있었어요 신이 멸망에게 잔인하게 이야기할때 음색이나 발성이 좋았고 멸망도 고교처세왕에서는 누낭하면서 애교 부린 화를 본 게 어제인데 이거 보니 완전히 느낌이 다르고 더 잘생겨지고 더 멋있어졌어요이 드라마 제가 진짜 좋아하는 드라마 중 한 작품이에요 서인국배우님과 박보영배우님의 케미가 미쳤어요 진짜 👍🏻👍🏻첫 화부터 예상 가능한 결말. 혹시, 설마 하고 어느 정도 봤지만 결국 똑같이 흘러가더라.보는내내 달콤했지만 극이 진행하는지를 느끼지 못할정도로 늘어진다.서인국, 박보영때문에 보게 되었지만 조연배우들도 매력적이라고 생각해서 봤어요~서인국은 로맨스만 좀 찍어주라"
소용없어 거짓말,"모든 장면과 대사가 유치해서,, 연기마저 유치해보이는 상황 발생ㅎ 의리로 마지막화까지 보긴 했지만 10년 전 유행하던 스타일, 근데 그마저도 못살린,, 좀 더 트렌디했다면 좋았을듯흠 나쁘지않았다 등장인물들도 다 너무 좋고 편하게 본거같다 힐링댐좋음볼수록 좋다 시원하다 그리고 즐겁다는 생각을 많이 하게된다.이런능력있다면 어떨까 생각해보지만 역시 피곤할것같다. 첨은 흥미롭지만 피곤했다생각보다 재밌음. 남주 연기 조금 아쉽다. 그래도 기대보다 잘함!주인공 연예 달달하고 답답함 없고 꽁냥꽁냥 너무 좋음 식스센스 급 반전도!!나는 첫방송 보고 재밌어서 계속 봤는데 진짜 재밌음 둘이 넘 잘 어울림 매주 본방사수 하고 겨우 마지막화의 컵인가 굿즈받았음. 인기 없어서 아쉬움기대0이였는데 생각보다 재밌어서 당황..... 뻔한 소재랑 스토리인데 로맨스 안 좋아하는 내가 꽤 괜찮게 봤다. 일단 주인공 조합이 참 좋음 달달행인물들 설정이 흥미로워 봤더니 꽤 재미있었다.소용있어 재밌는 거짓말.좀 유치하지만 그냥 쏘쏘독특한 소재의 따뜻한 드라마. 여주 코디가 좀 아쉬웠네요...초반에는 귀엽고 예뻤다. 부족한 연기? 감당가능했으나 전남친 전여친 서사가 로맨스에 방해되면서부터 버거워짐.. 소재 사용도 아쉽다비주얼이 다하는 드라마 전형적이면서 공식을 잘 따라가서 새로운건 없는 드라마 여주가 끌고가느라 수고했음생각보다 너무 재미있었어여~ 거짓말이 다 들리는 신박한 드라마~👍🏻 김소현 배우님 연기도 굳굳거짓말이 들리는 설정이 흥미롭다. 남주의 과거 사연은 좀 지루하다ㅠ귀엽고 무난무난묘하게 빠져드네요! 1회 보고 연속 11회까지 봐버렸어요ㅋㅋ 마지막회가 궁금해지네요! 과연 범인은? 예측은 하고 있는데 맞을지킬링타임용으로 보기 좋음. 색감도 예쁘고 주인공들 케미도 좋다일단 보는 눈이 즐거움. 감독님이 배우들 데리고 하고싶은 연출 다 하는 느낌. 여주가 벤츠를 넘어섬. 가볍게 보기 좋다.재밌음 주연 배우들 눈호강에 소재 독특하고 6화까지 쭉 몰아봄ㅎㅎ 어머님들이 좀 별로이나 다 행복하게 마무리 되겠지?ㅎㅎ황민현 얼굴보는 재미로 봄당연히 유치하겠지하면서 봤는데 유치함은 있지만 자꾸 보게되는 매력이 있다웃기고 귀엽고 설레고 재밌네요너무 예쁜 커플. 앞으로 로맨스가 더 기대됨. ^^주인공 둘의 케미가 좋고 재밌어요로코인데? 코미디가 너무 내 스타일이 아닌.. 회차가 거듭되면 좀 나아질까?한여름 밤 봄의 설렘이 불어온다"
러브 앤 아나키 시즌 1,"뒤로 갈수록 재밌음~!안전하다 느꼈던 곳이 오히려 나를 힘들게 하는 곳이였을 때자기가 씨앗이란 사실을 받아들이기로 한 자가 성취한 자신이라는 자유.언뜻 보기에 막장의 요소가 다분해 보이지만 찬찬히 헤아려보면 많은 메세지가 담긴 작품.Har du gjort världen till en bättre plats?
- 그래서 너가 세상을 더 나은 곳으로 만들었어?
라는 말에, ‘음 그런 것 같아’라고 말할 수 있는 사람이 되고 싶다.⭐️⭐️남녀 주인공의 러브라인 외에도 여러가지들을 이야기하지만 러브라인에만 집중해도 볼만한 시리즈."
아재's 러브 리턴즈,6년만에 돌아온 완벽한 속편…👏🏻👏🏻분위기도 더 예뻐졌고 마키랑 하루탕 이야기 더 주세요 근데 하루탕.. 다 좋은데 신혼여행은 둘이서만 가야지 그건 아니다 가족이라 생각해도 누가 신혼여행에 아빠를 델고가냐개그 작품인 줄 알았는데 내 인생 최고의 퀴어드라마였음 누구와 사귀고 누구와 결혼하든 위화감 없는 이런 세상에서 나도 살고 싶다
복학생: 학점은 A지만 사랑은 F입니다,"풋풋하다.첨엔 개그프로그램인줄알고 봤는데 내가 학창시절로 돌아간듯한 느낌 정말 재밌어요~^^/잼게 잘 봄 ㅋㅋ 둘이 잘 어울림말이 20-22이지, 절대 20-22 아닌 것 같은 웹드"
대봉타경인,"허칠안 이 죄 많은 남자..... 임안공주가 여주 1인데, 조연보다 못한 캐릭터같아서 아쉽다 개인적인 생각으론 여주가 가장 빌런.........키스신에 낙화놀이가 나와서 놀람 뭐지이게"
부모들의 축구 전쟁,
헝 시즌 3,
일타 스캔들,하나의 이야기를 힘있게 끝까지 끌고가는 것이 이렇게나 어렵습니다. 하핫. 허무한 마무리가 씁쓸하지만 전도연님은 사랑스러웠다.용두용미로 끝낸다는게 진짜 어렵구나. 초반의 기세를 못 끌고 나간 스토리가 너무 아쉬움갑자기 산으로 가버린 드라마ㅠㅠ 재밌게 보다가...최치열 강사님 강의 그만두고 배우 도전하시더니 연기 잘 하시네요
사랑의 불시착,배우들의 연기로 말도 안되는 스토리가 있음직한 이야기가 되어버렸다. 그리고 믿을 수 없게도 현실에서 더 말도 안되는 커플이 탄생해버리면서 전설적인 드라마가 되어버렸다.얼굴이 개연성 메인과 서브 커플 모두 가슴에 들어온다주연 배우 두 분은 사랑이 잘 시착하셨다 (⌒0⌒)／~~주인공과 주변인들 모두 애정이 가게 만드는 스토리사랑하지만 다시는 이 땅에서 절대로 만날 수 없다는게 어떤 마음일까. 가늠조차 되지 않아서 눈물이 멈추지 않는 너무 아픈 이야기.해피 엔딩이지만 어딘지 모르게 가슴이 먹먹해진다 한국이기에 만들 수 있는 서사북한 나오는 드라마 중 원탑!역시나 내 인생드라마 이거는 딱 드라마 하나만 보라고 해도 난 사불이다 진짜 오랜만에 봤는데도 보는내내 넘 행복했고 현빈 얼굴만 보이면 계속 실실 웃게되는ㅋㅋㅋ 또 정주행 해야지신데렐라이야기인데 왜이리 재밌을까OST를 감상할 때마다 명장면들이 새록새록 생각난다.인생드라마?극중 인물들이 다들 개성있고 매력있음촌스러울 뻔 할 수 있었던 소재를 꽤나 좋은 캐릭터들로 흥미롭게 구성해냈다.
너의 목소리가 들려,"연상연하의 정석을 보여 주는 드라마.정말 스토리도 소재도 연기도 모두 좋은 드라마 법에 대해서도 많이 알 수 있었고 작가님이 얼마나 많은 연구를 했는지 알 수 있는 드라마이종석 필모 중에 제일 좋아하는 드라마 입니다. 주인공들의 연기 케미가 좋아요. 다시 정주행 해보고싶은 드라마.명드 중의 명드. 여름하면 박수하. 박수하하면 여름. OST만 들으면 박수하역의 푸르른 이종석이 저 멀리서 달려올 것만 같은. 작품이 주는 메세지도 전 출연배우들의 연기도 너무나 완벽했다.
매 회차 벌어지는 긴장감과 실마리, 해결되는 사건들의 구성이 너무나 탄탄하고 빈틈이 없었다.
법정드라마로도 손색이 없었고, 그 안에서 누구보다 서로를 위하고 사랑하는 장변호사와 수하의 사랑이야기는 우리를 울고 웃게 만들었다. 우리나라 법정드라마의 시조격 아닐까 싶다.
수족관에서 이별의 키스를 하는 수하와 장변이 마음을 받아주고 나서 행복한 마음으로 키스를 하는 수하를 잊을 수가 없다ㅠ 박수하는 최고의 캐릭터...진짜너무너무재밌고 보는내내 생각도 많이 했습니다 뭐가 옳은지에 대해 같이 고민할 수 있어요. 스토리,배우 뭐 하나 빠지지 않고 완벽함. 청량한데 소름 돋고 안보면 후회함.처음부터 끝까지 앉은자리에서 다 볼수 있을만큼의 흡입력과 재미. 이렇게 구성력있기도 힘들다 내 인생드라마!세상을, 관계를 평화롭게 만드는 건 진실보다 거짓일 때가 많다. 거짓은 잠시 갈등을 봉합하고 불안을 잠재운다.진실은 거짓보다 불편하기에 대부분의 사람들은 진실을 외면하고 싶어진다.신박하고 재미진데 배우들 연기가 엄청나서 과몰입 각 신선한 드라마 좋아하면 추천.나도 능력을 갖고 싶다ㅎ이보영의 당참, 이종석의 새하얌, 정웅인의 표독함.어릴 때 봤을 때는 수하가 너무 좋았는데 30살이 된 지금 다시 보니 차변이 좋네••• 수하 애xx 같음••• 짱변 사랑스럽고 민준국은 아직도 무서움어릴 적 처음 봤을 때에도 민준국을 참 무서워했던 기억이 난다. 정웅인의 미친 연기, 이보영의 미친 미모.... 중간즈음부터 스토리가 살짝 산으로 가는 느낌은 있었지만 이게 딱 그 시절 스토리 매력. 다시보니 참 재밌네.나는 아직도 민준국이 무서워요. 너무 무서운 캐릭터, 그이름 민준국스토리면 스토리, 캐릭터면 캐릭터, ost면 ost 뭐 하나 빠지는게 없다.진짜 홀린 듯 재미있게 봤다. 세 배우의 합이 미쳤다. 130923여름만 되면 생각나서 정주행만 11년째,,❤️ 당시 신드롬이었던 이 드리마 안본사람 있다면 꼭 보세요짱변, 차변, 수하가 있어서 이 드라마는 완성되었다"
치얼업,이야기 구성이나 흐름이나 전체적인 완성도가 괜찮은 드라마. 제목처럼 청춘들을 응원하는 이야기가 좋았고 주변 케릭터들도 낭비하지 않았음. 사랑스러운 케릭터 가득했던 따뜻한 드라마..good
더 오피스 시즌 1,맞는 사람한텐 최고의 시트콤 이라지만 나같이 안맞는 사람한텐 최악의 시트콤 원래 페이크다큐 형식의 시트콤을 안좋아하기도 하지만 그 어색한 분위기에서 괜히 내가 어떻해야할지 모르겠음내가 드와이트까지 사랑하게 될 줄 몰랐음.혐오감과 깊은 애정이 공존할 수 있다는 걸 알게해준 거대한 시리즈의 시작.재밌는데 왜 구랩ㅠㅠ보는 내내 마이클 보는 팸 표정으로 봄최악의 상사인데 회차가 갈수록 점점 빠져듬최고의 블랙코미디 시트콤. 시즌1도 건조하고 재밌어서 너무 빠져들었는데 ㅋㅋ내가 시트콤을 사랑하게 만든 그 작품.종이 파는 정신병원ㅋㅋㅋㅋㅋㅋㅋㅋThat's what she said!짐팸 아니었음 끝까지 못봤을듯미국에서 재생산한 피쉬앤칩스의 고소한 맛.🙂재밌어요!미치광이들이 운영하는 좋좋소.브나나보다 강력한 돌아이다.. 보는 내가 그만하지 싶을 정도… 그리고 짐이랑 팸이랑 무조건 이어짐ㅇㅇ
덱스터 시즌 1,"내 인생에서 브레이킹 배드 다음으로 좋아하는 드라마그 누가 덱스터 시즌 1을 싫어할 수 있을까 미드를 보는 맛은 이거라고 생각하게 하는 자극적인 소재와 매력적인 주인공신선한 소재로 최고의 드라마아이스트럭 킬러와의 유대와 대비는 최고다.시즌 5부터 지루하더니 감독이 중간에 교체됐네요 역시나..살인자가 살인을 바라보는 방식너에 대한 모든 것은 사실 덱스터 모방품이었다.역대 최고의 미드 인트로그냥 최고의 드라마 여태 본 드라마중에는 베스트5 안에 들정도로 스토리며 주인공의 매력이며 부족함이 없음너무기대하고봐서그런가...모든 면이 완벽힌다.정말 린제이가 장난스럽게 만든 캐릭터에 환상적인 슘결을 불어넣었다20.09.01 그저 비어있기에 채우고자 했으나, 텅 빈 심장에 들어갈 것은 붉은 피 뿐이었네.내가 직접 연쇄살인범이 되어보는 실감. 시나리오에 큰 도움이 될 거 같다. 2006년 드라마인데도 화면의 농도 빼놓고는 기막히게 빼어나다.사실은 사이코패스의 사회화에 반평생을 바친 한 경찰의 이야기.소재가 반 이상 한 건 맞으나, 그걸로 끝이 아니다.잔인하지 않은 독특한 설정의 드라마재미있어요! 2022. 1. 26. ~ 2022. 2. 6.덱스터라는 인물이 너무 흥미로움"
