titles,reviews
팍스 앤 레크리에이션 시즌 1,공감성 수치로 자기혐오하게 되면서도 묘하게 이 사람의 하루 하루를 보지 않을 수 없는 것이 <크레이지 엑스 걸프렌드> 생각난다. 221002재미있는듯 지루한듯 아슬아슬하게 볼만했다신기하다. 다양한 직업군들의 다양한 이야기를 볼 수 있어서 미국 현실을 잘 배울 수 있다~
투 브로크 걸즈 시즌 1,여태 본 미드중에 제일 처음 으로 보면서 유쾌하고 시간가는줄 모름 ㅠㅠ 근데 볼수있는 플랫폼이 없음 제발 아무대서나 라도 자유롭게 볼수있게해줘요 ㅠㅠ 학창시절 이거 보면서 버텼어요인종차별적이지만 재밌어서 봐준다...
미스터 빈,얼굴만 봐도 웃음이 나와!🤭
으랏차차 스모부,시간은 많은데 딱히 볼게 없을 때 보면 괜찮다.
"당신과 나, 그리고 그녀 시즌 1",.
로잔느 시즌 8,
로잔느 시즌 9,
지니 & 조지아 시즌 3,
"자, 다음 분 오세요 시즌 2",
볼테르 고등학교,
원피스,"원피스가 다시 부른다... 부르면 나가야지 뭐. 해적왕 되고 올게요.기괴하고 오글거려서 정주행하기가 힘들다,,코스프레 그 이상의 방향성 부재. 다른 말로 <캣츠>와 동급재밌어서 자존심상한 건 첨이네실사화의 장점도 극대화 되었으나, 단점이 마치 루피의 팔처럼 늘어졌으니....원작 안본 눈입니다 완전 재밌는데요???"
미즈 마블,"무슬람 설정은 코믹스에서 따온거라서 pc딴지를 걸 부분은 걱정했던 것보다는 없는거같다. 마블치고 너무 가볍다는 평이 있었는데, 오히려 그 부분이 미즈마블 특성을 잘 살린 드라마.크게 기대는 안 했는데 너무 재밌고 특이한 연출이 좋았다. 청소년의 고충과 분위기를 잘 살렸다미즈마블의 탄생.하이틴스러움과 이슬람문화가 신기한 히어로영화 다른 시리즈와 어떻게 연계될지 궁금맡은 바를 충실히 충족시키는 쾌감.마블의 느낌은 사라지고 pc만 남다새로운 히어로를 보여주기 위한 걸음이라고 생각해보죠노잼임에도, 내년 '더 마블스'를 인질 삼아, 끝내 6회를 다 보게 만든 디즈니의 상술. MCU 세계관 이해. 이젠 버거운 공부하는 느낌;;;샘스파1의 감성이 살짝 뭍어나오는게 좋았다. 앞으로가 기대됨"
철인왕후,"모든 문제를 다 뛰어넘는 신혜선의 인생 연기.코미디 드라마중 최고였다👍개재밌는데 왜 다들 재미없다고 하시는지.. 전 너무 재밌었어요허구라고는 하지만 왜 굳이 역사를 왜곡하는 방향으로...아쉽다아쉬워역사생각하고 보면 안되는 배우들의 미친연기력ㅋ 그냥 잼남 ㅋ꿀잼드라마 👍👍 웃기고 슬프고 다 함그저 개탄스러울 뿐.코로나와 사회적 거리두기로 인해 나타난 우울한 사회적 분위기에서 잠시나마 벗어나게 도와주었던 드라마인생드라마배우들이 다했다아무생각없이 웃으면서 보다가 빠져버린 작품.배우들 연기구멍도 없고 케미좋아서 보는 재미가 쏠쏠코믹사극이 보여줄 수 있는 많은 것들을 보여줬다. 특히 이것은 배우들의 연기력이 뒷받침되어 가능했다. 아쉬운 점은 중간 중간의 늘어짐. 18화 정도로 줄였다면 좋았을 것.""실록은 찌라시이다."" 장난해?직관 정주행 드라마는 첨인듯. 잘 맞춘 배우들의 합이 빛나는 작품.영혼이 남자고 몸은 여자면 여자인가 남자인가신혜선 연기 좋다솔직히 재미는 있었다우리문화와 지역 명소 한복의 아름다움이 드러나 좋았고, 배우들 연기도 최고!로맨스,사극,유머등 조합이 잘어우려져 흥미롭다. 메세지와 울림이 있는 인생드라마! 보지않고 평은 하지말자중전이 너무 웃겨요 ㅋㅋㅋㅋㅋㅋㅋ드라마는 드라마로 볼것!!한복을 입었는데 지루하지 않음. 프로불편러는 그냥 피하시구 100% 픽션으로 보실분은 완전 강추아무생각 없이 보기 좋아요. 재밌네요.0점도 만들어라코미디로서는 대합격. 그 외에는 글쎄...특히 남자의 혼이 들어간 중전과 철종의 로맨스가 위화감이 느껴진다.판타지 사극이지만 무겁지 않은 느낌. 철종과 중전의 로맨스와 코믹 둘 다 너무 잘 어울림.여러번 봐도 재밌는 드라마.퓨전 사극이니까 이래저래 많이 내려놓고 보면 꽤 재미있었음 230813넘 재밌다!!!! 꿀잼 시간순삭!!!말이 필요없다.그냥 봐라 또보게된다정작 사랑한 주상봉환 커플은 강제 이별 혼자만 현실로 버림당한 불쌍한 주인공. 사극 연츨 중 코믹함 잘 살린거는 손에 꼽을 거 같다."
와이 우먼 킬 시즌 1,여자들은 왜 살인을 할까
이가인지명,"아 정말 아역배우들의 연기도 크게 한 몫 한 드라마! 특히 이 드라마를 통해 장신성 배우를 알게돼서 너무 좋았어요 눈에 서사가 그득그득... 세 배우 합도 너무 좋았습니다🫶진짜 이건 꼭봐야합니다! 중드 유치해서 싫어! 라고싫어하실분도 이건 보고 중드도 명품드라마 만들 수 있구나 알 수 있어요 그리고 남주의 외모도 전 흐뭇하게 잘 봤습니다ㅎㅎ이런중드는없다.누구나봐야할드라마인생 드라마! 비록 보다가 화병 날 것 같지만, 그럼에도 두 아빠와 세 남매의 가족 이야기가 울림을 주는 스토리. 벌써 몇 번이나 다시 봤는지 모르겠어요.나의 인생중드!!! 원래도 중드 중에 손꼽히는 수작이라고 생각했는데 리메이크된 한드를 보니 그 생각이 더욱 강해짐.성장하며 부모와 관한 아픔이 있다면 초반부만 각오하시라. 후반부 가면 그냥 그런 주연들의 연애드라마.가족이 아니면서 가족이 되는 이들의 행복하고 싶은 이야기."
신병 시즌 1 PART. 2,이병 박민석만 비춰지는게 아니고 다른 캐릭터들도 잘 살렸다.군더더기 없이 훌륭하다. (6~10화)C급 코스프레인줄 알았으나 막상 까보니 A급 블랙시트콤재미있어요DP가 헌병이라면 이건 찐 군생활이지 더른건 몰라도 최일구는 군인 그잡채….집가고싶다잘 몰라도 재밌어요원작에 비해 좀 더 극적인 사이다가 추가되었지만 호불호는 갈리는 듯. 나는 원작이 좀 더 마음에 들었다. 롤리폴리 구현은 미쳤다. 2210152011년에 군생활을 했다. D.P와 다른 실시간 PTSD가 느껴졌다.성윤모가 끌어올렸다. 강찬석에 대한 권선징악은 더 분명했으면 좋으련만. 어쩌면 현실을 보여준 것일지도 모른다.이거 왜 재밌냐 생각없이 틀었는데 ㅋㅋㅋㅋㅋㅋ
오렌지 이즈 더 뉴 블랙 시즌 1,오뉴블이 정말 최고에오 시즌이 많아서 고민드신다면 겁먹지말고 시작해보세요.각 재소자들의 서사가 좋았음.. 소수자들의 이야기를 모두가 평등한 감옥 안에서 풀어내니 더 와닿았던 것 같다 보즈먼 커플 홧팅 ㅜㅜ...
포커 페이스,너무도 사랑스런 드라마일반적인 추리물로 보기엔 찰리의 능력이 너무 사기적이다. 가는 곳마다 찰리가 문제를 해결하는 히어로물에 가깝다. 존재 자체가 힙한 그녀의 모습을 빨리 시즌2에서 다시 보고 싶다.
유유백서,잔뜩 기대했지만 실망했다 원작을 몰라서 더 그런거일수도……..넷플릭스 오리지널 시리즈 (만화)유유백서 실사화 드라마 시즌1 감상 후기 (총 5화)성장의 개연성이 빈약하지만 화려한 액션이 일품이라 보는 맛이 있다. 스토리는 클래식하다.
엄브렐러 아카데미 시즌 4,"* 엘리엇 페이지 나오면 바로 지루해짐. * 부분부분 잘라보면 뭘 표현하려고한지 알겠지만 전체적으로는 매끄럽지않음. * 1,2화가 가장 느낌있고 재밌었음이런 망드라마를 제가 참 사랑했네요누구에게도 추천 못하고 숨어서 보는 드라마 1위무슨 말을 해야 될지 모르겠다."
노다메 칸타빌레,1년에 한 번씩 꺼내보며 웃고 울고 치유 받는 소중한 작품. 남들이 치아키 센빠이에 열광할 때 나는 노다메 이입해 울었더랬다. 음악의 길을 걷지 않는 사람도 깊이 공감할 수 있는.만화 그리고 클래식의 매력
영 셸던 시즌 1,빅뱅이론을 본 사람으로써 이 스핀오프 시리즈를 어찌 안 사랑할수 있겠는가? 쿠퍼의 어린시절은 역시 우리를 실망시키지 않는다.엉뚱하지만 사랑스러운 주인공이 어찌 연기가 찰떡인지!회차당 러닝타임이 짧아서 부담 없이 편안한게 볼 수 있는 미드. 아빠랑 할머니 캐릭터가 너무 마음에 든다.2화~밥친구로 딱이다. 빅뱅이론을 안 본 사람도 재밌게 볼 수 있다.이기적이고 오만한 쉘든에게서 아직 아기 냄새가 폴폴 날 때 아기 쉘든도 형제들 부모님 미마까지 너무 다 사랑스럽다 캐릭터를 사랑스럽게 잘 그리는게 딱 존 파브로 감독님 231120할무니 얼굴만 봐도 웃기다빅뱅이론을 무척 좋아하지만.... 가슴 따뜻해지는 드라마.
브루클린 나인-나인 시즌 2,"보면 볼 수록 홀트 서장이 제일 웃김 ㅋㅋㅋㅋ시즌 2까지 보고 하차하려고 했는데 엔딩 뭐야.. (웅성웅성) 호다닥 시즌 3 클릭했다...웃길 줄 아는 사람은 다른 모든 것을 잘할 수 있다. 이 시리즈가 그렇고, 배우들이 그렇다."
플리백 시즌 1,"플리백만큼 인간의 복잡미묘한 감정의 변화를 이렇게 적나라하게 묘사한 드라마나 영화가 있었나 싶다.피비 월러 브릿지는 천재야인생이 막다른길에 이르렀을때, 외롭고 공허하고 일상이 뭣 같을 때 몇번이고 꺼내보지 않을까. 늘 실수하며 살아가는 이 세상 수많은 fleabag들에게.피비는 천재다코미디 속에 뼈가 있는데 부드러움도 있다..처음 들어보는 종류의 농담이 많은 드라마였는데 하나같이 취향이여서 파하학 웃으며 보았다. 그래도 마냥 웃을 수만은 없는. 좋았다.영드의 맛tv2020 나의 최고의 드라마.⭐️⭐️⭐️⭐️"
극주부도,끝까지 볼 수 있었던건 타마키 히로시의 싱크로율. 생각없이 보기 좋음. 엔딩곡이 분할 정도로 좋음너무 귀여운 가족이야......❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥드라마부터 보고 애니를 봤는데 드라마의 남주가 너무 잘 살려서 애니가 눈에 안들어 왔다. ㅋㅋㅋ 아니.. 이거 보고 노다메 칸타빌레 보면 몰입이 되겠냐고요..ㅋㅋㅋ만화적인 희화화만 참을 수 있다면 유쾌함은 보장한다..
언브레이커블 키미 슈미트 시즌 2,동이 아니었다면 끝까지 보지 않았을듯 하다. 시즌 1에서 즐거웠던 캐릭터들이 끝 없는 발암의 늪으로 빠져든다.그 전 시즌의 느낌이 아니라 조금 아쉬웠다시즌 2의 5화는 정말 사람을 울린다 너무나도 와닿은 내용. 주어진 인생을 최대한 즐겨야지블랙코미디도 많지만 깔깔웃으면서 봄키미 슈미트의 무한 긍정주의는 언제나 재미있다세상에게 친절하게 대해보자
넉 오프,김수현 차기작 완전 기대중티저만 봐도 재미있을것 같아요 기대하고 있는 작품입니다티저만 봤는데도 꿀잼각! 넉오프 김수현 기대됩니다😍2025년 기대작 짝퉁시장 최고의 제왕이 된 김성준 ....90년대 말부터 2000년 시대의 흐름.......아니 김수현땜에 기다리고있는데 예고 살짝 보고 완전 취저당했어요 재밌을거같아서 기대됩니다 넉오프 화이팅!!!김수현 넉오프 기대 기대디플 라인업 소개 영상만 봐도 너무 기대가 돼요
